Exit-location,Aircraft-type,Final-approach,Exit-angle,Temperature,Time,Windspeed,Visibility,ROT
1750,Medium,138,30,30,Day,0,9,53
1750,Light,88,30,30,Day,-1,9,56
2086.35,Medium,137,30,30,Day,-1,9,59
1750,Medium,138,30,30,Day,-1,9,54
1750,Medium,139,30,30,Day,-1,9,50
2086.35,Heavy,142,30,30,Day,-1,9,58
2086.35,Heavy,153,30,30,Day,-1,6,52
2086.35,Heavy,148,30,30,Day,-1,6,65
2086.35,Medium,141,30,30,Day,-1,6,60
2086.35,Medium,142,30,30,Day,-1,6,65
2086.35,Heavy,149,30,30,Day,-1,6,57
2086.35,Heavy,140,30,30,Day,6,8,57
2086.35,Medium,138,30,30,Day,6,8,58
2086.35,Heavy,148,30,30,Day,6,8,59
2086.35,Medium,141,30,30,Day,6,8,56
2086.35,Medium,139,30,30,Day,6,8,56
2086.35,Medium,143,30,29,Day,2,8,60
2086.35,Light,76,30,29,Day,2,8,60
2086.35,Medium,141,30,29,Day,2,8,51
2086.35,Medium,145,30,29,Day,2,8,62
2086.35,Medium,140,30,29,Day,2,8,56
2086.35,Heavy,150,30,31,Day,5,7,63
2086.35,Medium,139,30,31,Day,5,7,60
2086.35,Medium,132,30,31,Day,5,7,55
2086.35,Light,105,30,31,Day,5,7,61
2086.35,Heavy,149,30,31,Day,5,7,61
1750,Light,81,30,30,Day,2,8,60
2086.35,Light,82,30,30,Day,2,8,54
2086.35,Medium,143,30,30,Day,2,8,55
2086.35,Medium,144,30,30,Day,2,8,62
2086.35,Heavy,150,30,30,Day,2,8,58
2086.35,Heavy,145,30,30,Day,1,8,58
2086.35,Medium,137,30,30,Day,1,8,57
2086.35,Heavy,143,30,30,Day,1,8,50
1750,Medium,148,30,30,Day,1,8,55
2086.35,Heavy,148,30,30,Day,1,8,59
2086.35,Medium,144,30,30,Day,2,8,61
2086.35,Medium,140,30,30,Day,2,8,60
2086.35,Heavy,145,30,30,Day,2,8,60
1750,Medium,136,30,30,Day,2,8,57
2086.35,Light,103,30,30,Day,2,8,59
2086.35,Heavy,154,30,31,Day,7,7,54
2086.35,Heavy,147,30,31,Day,7,7,54
2086.35,Medium,146,30,31,Day,7,7,61
2086.35,Medium,138,30,31,Day,7,7,60
2086.35,Heavy,150,30,31,Day,7,7,56
2086.35,Heavy,150,30,29,Day,2,8,63
2086.35,Medium,137,30,29,Day,2,8,54
2086.35,Medium,142,30,29,Day,2,8,58
2086.35,Medium,141,30,29,Day,2,8,63
2086.35,Medium,141,30,29,Day,2,8,58
2086.35,Medium,139,30,31,Day,-1,8,60
2086.35,Heavy,154,30,31,Day,-1,8,54
2086.35,Medium,139,30,31,Day,-1,8,54
2086.35,Heavy,156,30,31,Day,-1,8,54
2086.35,Medium,138,30,31,Day,-1,8,58
2086.35,Heavy,150,30,30,Day,2,8,64
2086.35,Medium,142,30,30,Day,2,8,56
2086.35,Light,87,30,30,Day,2,8,59
2086.35,Medium,140,30,30,Day,2,8,61
2086.35,Light,106,30,30,Day,2,8,57
2086.35,Heavy,146,30,31,Day,2,7,60
2086.35,Heavy,147,30,31,Day,2,7,57
2086.35,Medium,143,30,31,Day,2,7,58
2086.35,Medium,145,30,31,Day,2,7,54
2086.35,Medium,138,30,31,Day,2,7,54
2086.35,Heavy,143,30,31,Day,1,8,60
2086.35,Heavy,144,30,31,Day,1,8,58
2086.35,Heavy,148,30,31,Day,1,8,62
2086.35,Medium,135,30,31,Day,1,8,58
1750,Light,100,30,31,Day,1,8,56
2086.35,Heavy,147,30,30,Day,1,7,61
2086.35,Light,85,30,30,Day,1,7,55
2086.35,Light,75,30,30,Day,1,7,55
2086.35,Medium,141,30,30,Day,1,7,61
2086.35,Heavy,143,30,30,Day,1,7,62
2086.35,Medium,134,30,31,Day,-1,8,57
2086.35,Medium,141,30,31,Day,-1,8,56
1750,Light,108,30,31,Day,-1,8,53
2086.35,Heavy,143,30,31,Day,-1,8,61
2086.35,Heavy,140,30,31,Day,-1,8,58
2086.35,Medium,137,30,32,Day,0,7,61
2086.35,Medium,139,30,32,Day,0,7,64
2086.35,Medium,143,30,32,Day,0,7,55
2086.35,Medium,142,30,32,Day,0,7,63
2086.35,Medium,135,30,32,Day,0,7,55
2086.35,Medium,141,30,31,Day,1,8,65
2086.35,Heavy,147,30,31,Day,1,8,61
2086.35,Medium,139,30,31,Day,1,8,60
2086.35,Heavy,150,30,31,Day,1,8,60
2086.35,Medium,138,30,31,Day,1,8,56
2086.35,Medium,143,30,32,Day,2,8,63
2086.35,Light,78,30,32,Day,2,8,55
2086.35,Medium,142,30,32,Day,2,8,57
2086.35,Medium,135,30,32,Day,2,8,62
2086.35,Medium,142,30,32,Day,2,8,58
2086.35,Heavy,150,30,31,Day,-3,8,60
1750,Medium,138,30,31,Day,-3,8,59
2086.35,Heavy,144,30,31,Day,-3,8,60
2086.35,Medium,144,30,31,Day,-3,8,59
2086.35,Medium,144,30,31,Day,-3,8,58
2086.35,Heavy,140,30,31,Day,-2,8,59
1750,Medium,136,30,31,Day,-2,8,59
2086.35,Medium,145,30,31,Day,-2,8,52
2086.35,Heavy,153,30,31,Day,-2,8,57
2086.35,Heavy,148,30,31,Day,-2,8,61
2086.35,Medium,145,30,32,Day,4,7,55
2086.35,Heavy,149,30,32,Day,4,7,55
2086.35,Medium,141,30,32,Day,4,7,58
2086.35,Heavy,147,30,32,Day,4,7,57
2086.35,Medium,144,30,32,Day,4,7,55
2086.35,Medium,138,30,31,Day,1,7,53
2086.35,Medium,137,30,31,Day,1,7,58
2086.35,Light,100,30,31,Day,1,7,56
2086.35,Medium,146,30,31,Day,1,7,55
2086.35,Medium,143,30,31,Day,1,7,62
1750,Medium,136,30,32,Day,-1,8,59
2086.35,Heavy,150,30,32,Day,-1,8,60
2086.35,Medium,136,30,32,Day,-1,8,62
1750,Medium,140,30,32,Day,-1,8,58
2086.35,Medium,140,30,32,Day,-1,8,58
2086.35,Heavy,143,30,32,Day,-3,7,59
2086.35,Heavy,148,30,32,Day,-3,7,58
2086.35,Heavy,151,30,32,Day,-3,7,56
2086.35,Heavy,155,30,32,Day,-3,7,62
2086.35,Heavy,150,30,32,Day,-3,7,58
1750,Medium,141,30,31,Day,-3,8,53
1750,Medium,137,30,31,Day,-3,8,56
2086.35,Heavy,150,30,31,Day,-3,8,62
2086.35,Heavy,149,30,31,Day,-3,8,61
2086.35,Medium,140,30,31,Day,-3,8,59
2086.35,Heavy,151,30,31,Day,-2,7,60
2086.35,Heavy,148,30,31,Day,-2,7,60
2086.35,Medium,144,30,31,Day,-2,7,55
2086.35,Heavy,149,30,31,Day,-2,7,60
2086.35,Heavy,154,30,31,Day,-2,7,55
2086.35,Medium,138,30,31,Day,-2,7,64
2086.35,Medium,138,30,31,Day,-2,7,58
2086.35,Heavy,148,30,31,Day,-2,7,53
1750,Medium,138,30,31,Day,-2,7,60
2086.35,Heavy,151,30,31,Day,-2,7,58
2086.35,Medium,143,30,32,Day,-4,7,62
1750,Light,92,30,32,Day,-4,7,54
2086.35,Medium,137,30,32,Day,-4,7,62
1750,Medium,136,30,32,Day,-4,7,59
1750,Medium,139,30,32,Day,-4,7,58
1750,Medium,133,30,32,Day,-7,7,55
2086.35,Medium,150,30,32,Day,-7,7,60
2086.35,Heavy,150,30,32,Day,-7,7,62
1750,Medium,147,30,32,Day,-7,7,58
2086.35,Heavy,150,30,32,Day,-7,7,57
2086.35,Medium,139,30,32,Day,-2,8,60
1750,Medium,140,30,32,Day,-2,8,52
2086.35,Heavy,146,30,32,Day,-2,8,65
2086.35,Heavy,142,30,32,Day,-2,8,58
1750,Medium,147,30,32,Day,-2,8,52
1750,Medium,141,30,33,Day,-3,8,55
1750,Light,102,30,33,Day,-3,8,58
1750,Light,99,30,33,Day,-3,8,56
1750,Light,98,30,33,Day,-3,8,53
1750,Medium,137,30,33,Day,-3,8,59
1750,Medium,140,30,32,Day,-3,7,56
2086.35,Heavy,158,30,32,Day,-3,7,57
2086.35,Medium,143,30,32,Day,-3,7,64
2086.35,Heavy,149,30,32,Day,-3,7,60
2086.35,Heavy,152,30,32,Day,-3,7,56
1750,Medium,139,30,32,Day,-5,8,58
1750,Light,92,30,32,Day,-5,8,57
1750,Medium,143,30,32,Day,-5,8,55
2086.35,Heavy,153,30,32,Day,-5,8,56
2086.35,Light,103,30,32,Day,-5,8,56
1750,Light,78,30,33,Day,-3,9,55
1750,Light,83,30,33,Day,-3,9,60
2086.35,Heavy,150,30,33,Day,-3,9,55
1750,Light,99,30,33,Day,-3,9,58
1750,Medium,138,30,33,Day,-3,9,59
2086.35,Medium,142,30,33,Day,-4,8,60
2086.35,Heavy,149,30,33,Day,-4,8,58
1750,Medium,142,30,33,Day,-4,8,55
2086.35,Heavy,149,30,33,Day,-4,8,60
2086.35,Heavy,155,30,33,Day,-4,8,62
1750,Medium,143,30,32,Day,-2,8,59
1750,Medium,139,30,32,Day,-2,8,53
1750,Medium,137,30,32,Day,-2,8,52
2086.35,Heavy,151,30,32,Day,-2,8,57
2086.35,Light,86,30,32,Day,-2,8,61
2086.35,Light,95,30,32,Day,-1,8,56
2086.35,Medium,141,30,32,Day,-1,8,54
1750,Medium,142,30,32,Day,-1,8,56
1750,Medium,143,30,32,Day,-1,8,58
2086.35,Medium,138,30,32,Day,-1,8,59
2086.35,Heavy,143,30,33,Day,5,9,54
2086.35,Heavy,141,30,33,Day,5,9,59
2086.35,Medium,142,30,33,Day,5,9,59
2086.35,Heavy,149,30,33,Day,5,9,60
2086.35,Light,92,30,33,Day,5,9,62
1750,Medium,137,30,32,Day,-1,9,56
2086.35,Heavy,149,30,32,Day,-1,9,63
2086.35,Medium,136,30,32,Day,-1,9,63
2086.35,Heavy,152,30,32,Day,-1,9,65
2086.35,Medium,141,30,32,Day,-1,9,59
2086.35,Heavy,146,30,34,Day,-4,8,63
2086.35,Light,94,30,34,Day,-4,8,59
1750,Medium,141,30,34,Day,-4,8,60
1750,Light,90,30,34,Day,-4,8,59
1750,Medium,138,30,34,Day,-4,8,63
2086.35,Medium,140,30,32,Day,-3,7,62
2086.35,Heavy,146,30,32,Day,-3,7,64
1750,Medium,142,30,32,Day,-3,7,62
2086.35,Heavy,146,30,32,Day,-3,7,62
2086.35,Medium,143,30,32,Day,-3,7,60
1750,Medium,142,30,32,Day,0,8,55
2086.35,Heavy,143,30,32,Day,0,8,59
1750,Medium,146,30,32,Day,0,8,54
2086.35,Medium,140,30,32,Day,0,8,58
2086.35,Medium,136,30,32,Day,0,8,59
1750,Medium,143,30,34,Day,-3,9,58
1750,Medium,140,30,34,Day,-3,9,54
1750,Light,101,30,34,Day,-3,9,54
1750,Medium,135,30,34,Day,-3,9,55
1750,Medium,139,30,34,Day,-3,9,59
1750,Medium,138,30,32,Day,-4,9,53
1750,Medium,139,30,32,Day,-4,9,52
2086.35,Heavy,148,30,32,Day,-4,9,60
1750,Medium,139,30,32,Day,-4,9,56
1750,Medium,142,30,32,Day,-4,9,56
2086.35,Heavy,148,30,34,Day,-2,9,65
1750,Medium,137,30,34,Day,-2,9,51
1750,Light,87,30,34,Day,-2,9,58
2086.35,Heavy,147,30,34,Day,-2,9,58
2086.35,Medium,139,30,34,Day,-2,9,61
2086.35,Light,100,30,32,Day,0,9,57
2086.35,Heavy,146,30,32,Day,0,9,60
1750,Medium,135,30,32,Day,0,9,62
2086.35,Medium,140,30,32,Day,0,9,55
2086.35,Medium,137,30,32,Day,0,9,57
2086.35,Medium,139,30,34,Day,-2,7,65
2086.35,Medium,140,30,34,Day,-2,7,56
2086.35,Medium,136,30,34,Day,-2,7,55
1750,Medium,137,30,34,Day,-2,7,54
2086.35,Heavy,151,30,34,Day,-2,7,56
2086.35,Heavy,153,30,33,Day,-1,8,56
1750,Light,85,30,33,Day,-1,8,60
1750,Light,84,30,33,Day,-1,8,57
2086.35,Medium,142,30,33,Day,-1,8,56
1750,Light,79,30,33,Day,-1,8,59
2086.35,Medium,138,30,34,Day,0,8,52
1750,Medium,140,30,34,Day,0,8,53
2086.35,Medium,141,30,34,Day,0,8,49
1750,Light,82,30,34,Day,0,8,55
2086.35,Medium,138,30,34,Day,0,8,62
2086.35,Medium,141,30,33,Day,3,9,53
2086.35,Medium,141,30,33,Day,3,9,65
2086.35,Heavy,155,30,33,Day,3,9,60
2086.35,Medium,140,30,33,Day,3,9,57
2086.35,Heavy,141,30,33,Day,3,9,61
2086.35,Heavy,143,30,33,Day,5,8,59
2086.35,Medium,138,30,33,Day,5,8,58
2086.35,Heavy,150,30,33,Day,5,8,65
2086.35,Medium,142,30,33,Day,5,8,62
2086.35,Medium,143,30,33,Day,5,8,59
2086.35,Medium,141,30,34,Day,6,8,62
2086.35,Heavy,152,30,34,Day,6,8,61
2086.35,Heavy,144,30,34,Day,6,8,63
2086.35,Medium,145,30,34,Day,6,8,57
2086.35,Medium,139,30,34,Day,6,8,59
2086.35,Heavy,147,30,34,Day,2,9,58
1750,Medium,140,30,34,Day,2,9,54
2086.35,Medium,144,30,34,Day,2,9,61
2086.35,Medium,137,30,34,Day,2,9,61
1750,Medium,144,30,34,Day,2,9,53
1750,Medium,138,30,34,Day,1,10,59
1750,Light,79,30,34,Day,1,10,53
1750,Medium,141,30,34,Day,1,10,54
1750,Medium,147,30,34,Day,1,10,57
2086.35,Medium,137,30,34,Day,1,10,59
2086.35,Light,94,30,34,Day,6,9,62
2086.35,Medium,135,30,34,Day,6,9,59
2086.35,Light,102,30,34,Day,6,9,65
2086.35,Medium,142,30,34,Day,6,9,58
2086.35,Medium,140,30,34,Day,6,9,56
2086.35,Medium,140,30,33,Day,5,9,56
2086.35,Heavy,155,30,33,Day,5,9,61
2086.35,Heavy,150,30,33,Day,5,9,55
2086.35,Medium,138,30,33,Day,5,9,62
2086.35,Medium,135,30,33,Day,5,9,61
1750,Light,82,30,33,Day,-4,8,56
2086.35,Heavy,153,30,33,Day,-4,8,57
1750,Medium,144,30,33,Day,-4,8,56
2086.35,Heavy,149,30,33,Day,-4,8,57
1750,Medium,132,30,33,Day,-4,8,57
2086.35,Heavy,148,30,34,Day,7,9,60
2086.35,Heavy,148,30,34,Day,7,9,56
2086.35,Medium,142,30,34,Day,7,9,58
2086.35,Medium,142,30,34,Day,7,9,62
2086.35,Medium,141,30,34,Day,7,9,54
1750,Medium,139,30,34,Day,-2,9,60
1750,Medium,138,30,34,Day,-2,9,52
1750,Medium,141,30,34,Day,-2,9,55
2086.35,Heavy,141,30,34,Day,-2,9,61
1750,Medium,140,30,34,Day,-2,9,57
2086.35,Heavy,155,30,33,Day,4,8,63
2086.35,Light,83,30,33,Day,4,8,65
2086.35,Medium,142,30,33,Day,4,8,59
1750,Medium,141,30,33,Day,4,8,53
2086.35,Medium,141,30,33,Day,4,8,60
2086.35,Medium,141,30,34,Day,3,7,61
2086.35,Medium,141,30,34,Day,3,7,64
2086.35,Medium,142,30,34,Day,3,7,60
2086.35,Medium,143,30,34,Day,3,7,61
2086.35,Heavy,149,30,34,Day,3,7,56
2086.35,Medium,139,30,28,Day,1,9,58
2086.35,Heavy,154,30,28,Day,1,9,57
2086.35,Heavy,149,30,28,Day,1,9,57
1750,Medium,144,30,28,Day,1,9,56
2086.35,Medium,130,30,28,Day,1,9,57
2086.35,Medium,149,30,33,Day,-6,6,57
2086.35,Light,104,30,33,Day,-6,6,56
2086.35,Heavy,141,30,33,Day,-6,6,59
2086.35,Medium,133,30,33,Day,-6,6,59
2086.35,Heavy,140,30,33,Day,-6,6,59
2086.35,Light,107,30,32,Day,5,8,58
2086.35,Heavy,139,30,32,Day,5,8,61
2086.35,Heavy,157,30,32,Day,5,8,61
2086.35,Medium,130,30,32,Day,5,8,61
2086.35,Medium,133,30,32,Day,5,8,57
2086.35,Medium,131,30,29,Day,-4,8,59
2086.35,Medium,139,30,29,Day,-4,8,57
1750,Medium,134,30,29,Day,-4,8,55
1750,Medium,139,30,29,Day,-4,8,54
2086.35,Medium,130,30,29,Day,-4,8,57
2086.35,Medium,135,30,34,Day,7,8,58
2086.35,Medium,142,30,34,Day,7,8,58
2086.35,Medium,144,30,34,Day,7,8,60
2086.35,Medium,133,30,34,Day,7,8,59
2086.35,Medium,142,30,34,Day,7,8,60
2086.35,Heavy,158,30,34,Day,-4,10,58
2086.35,Medium,149,30,34,Day,-4,10,56
1750,Medium,144,30,34,Day,-4,10,54
1750,Medium,137,30,34,Day,-4,10,52
2086.35,Light,79,30,34,Day,-4,10,56
2086.35,Medium,144,30,24,Day,9,7,60
2086.35,Medium,133,30,24,Day,9,7,63
2086.35,Light,86,30,24,Day,9,7,61
2086.35,Heavy,147,30,24,Day,9,7,63
2086.35,Heavy,136,30,24,Day,9,7,60
2086.35,Heavy,153,30,24,Day,-8,10,57
1750,Medium,148,30,24,Day,-8,10,54
2086.35,Light,110,30,24,Day,-8,10,52
1750,Medium,133,30,24,Day,-8,10,52
2086.35,Medium,140,30,24,Day,-8,10,56
2086.35,Medium,134,30,25,Day,5,7,58
2086.35,Medium,149,30,25,Day,5,7,63
2086.35,Light,85,30,25,Day,5,7,58
2086.35,Heavy,144,30,25,Day,5,7,59
2086.35,Medium,137,30,25,Day,5,7,61
2086.35,Medium,135,30,32,Day,1,8,58
2086.35,Medium,135,30,32,Day,1,8,58
2086.35,Medium,137,30,32,Day,1,8,56
2086.35,Medium,144,30,32,Day,1,8,55
2086.35,Medium,143,30,32,Day,1,8,58
2086.35,Heavy,145,30,26,Day,-2,8,58
2086.35,Heavy,146,30,26,Day,-2,8,58
2086.35,Heavy,160,30,26,Day,-2,8,59
2086.35,Heavy,147,30,26,Day,-2,8,59
2086.35,Medium,137,30,26,Day,-2,8,56
2086.35,Heavy,152,30,24,Day,9,10,63
2086.35,Light,99,30,24,Day,9,10,59
2086.35,Medium,130,30,24,Day,9,10,60
2086.35,Light,86,30,24,Day,9,10,58
2086.35,Medium,141,30,24,Day,9,10,58
2086.35,Medium,133,30,28,Day,3,10,57
2086.35,Medium,145,30,28,Day,3,10,58
2086.35,Heavy,138,30,28,Day,3,10,60
2086.35,Medium,134,30,28,Day,3,10,58
2086.35,Medium,134,30,28,Day,3,10,58
2086.35,Medium,137,30,30,Day,2,7,60
2086.35,Medium,139,30,30,Day,2,7,57
2086.35,Heavy,151,30,30,Day,2,7,59
2086.35,Light,102,30,30,Day,2,7,56
2086.35,Heavy,160,30,30,Day,2,7,59
2086.35,Heavy,143,30,29,Day,-5,9,58
1750,Medium,148,30,29,Day,-5,9,54
2086.35,Light,103,30,29,Day,-5,9,55
2086.35,Heavy,148,30,29,Day,-5,9,56
2086.35,Heavy,142,30,29,Day,-5,9,56
2086.35,Heavy,143,30,24,Day,-4,7,57
2086.35,Heavy,156,30,24,Day,-4,7,57
2086.35,Light,85,30,24,Day,-4,7,57
2086.35,Medium,130,30,24,Day,-4,7,57
2086.35,Medium,143,30,24,Day,-4,7,58
2086.35,Heavy,139,30,28,Day,-6,10,54
2086.35,Medium,150,30,28,Day,-6,10,54
1750,Medium,143,30,28,Day,-6,10,53
1750,Light,110,30,28,Day,-6,10,52
1750,Medium,130,30,28,Day,-6,10,54
2086.35,Medium,148,30,28,Day,9,10,60
2086.35,Heavy,142,30,28,Day,9,10,59
2086.35,Medium,144,30,28,Day,9,10,59
2086.35,Heavy,155,30,28,Day,9,10,61
2086.35,Medium,144,30,28,Day,9,10,58
2086.35,Medium,138,30,29,Day,-9,6,58
2086.35,Heavy,155,30,29,Day,-9,6,58
2086.35,Heavy,143,30,29,Day,-9,6,57
1750,Medium,139,30,29,Day,-9,6,57
2086.35,Heavy,154,30,29,Day,-9,6,59
2086.35,Medium,150,30,26,Day,7,10,59
2086.35,Medium,138,30,26,Day,7,10,59
2086.35,Medium,132,30,26,Day,7,10,58
2086.35,Light,99,30,26,Day,7,10,57
2086.35,Medium,140,30,26,Day,7,10,58
2086.35,Light,76,30,28,Day,2,6,58
2086.35,Medium,136,30,28,Day,2,6,60
2086.35,Medium,147,30,28,Day,2,6,59
2086.35,Medium,131,30,28,Day,2,6,61
2086.35,Heavy,151,30,28,Day,2,6,61
2086.35,Medium,140,30,30,Day,5,9,56
1750,Medium,141,30,30,Day,5,9,57
2086.35,Heavy,153,30,30,Day,5,9,60
2086.35,Medium,136,30,30,Day,5,9,59
2086.35,Light,80,30,30,Day,5,9,58
1750,Medium,150,30,28,Day,-9,7,53
1750,Medium,130,30,28,Day,-9,7,55
2086.35,Heavy,151,30,28,Day,-9,7,56
2086.35,Heavy,145,30,28,Day,-9,7,55
1750,Medium,147,30,28,Day,-9,7,54
2086.35,Heavy,155,30,28,Day,4,7,60
2086.35,Heavy,151,30,28,Day,4,7,63
2086.35,Medium,136,30,28,Day,4,7,59
2086.35,Heavy,151,30,28,Day,4,7,60
2086.35,Medium,149,30,28,Day,4,7,59
2086.35,Heavy,143,30,28,Day,-4,6,57
2086.35,Heavy,151,30,28,Day,-4,6,61
2086.35,Medium,149,30,28,Day,-4,6,58
2086.35,Medium,137,30,28,Day,-4,6,59
2086.35,Medium,146,30,28,Day,-4,6,57
2086.35,Medium,136,30,33,Day,-5,7,57
2086.35,Heavy,135,30,33,Day,-5,7,58
2086.35,Heavy,147,30,33,Day,-5,7,59
2086.35,Light,104,30,33,Day,-5,7,53
2086.35,Medium,148,30,33,Day,-5,7,56
1750,Medium,148,30,33,Day,1,10,57
2086.35,Medium,146,30,33,Day,1,10,57
2086.35,Medium,142,30,33,Day,1,10,56
2086.35,Medium,145,30,33,Day,1,10,55
2086.35,Heavy,142,30,33,Day,1,10,60
2086.35,Medium,148,30,26,Day,-6,8,54
2086.35,Medium,147,30,26,Day,-6,8,57
2086.35,Heavy,135,30,26,Day,-6,8,58
2086.35,Medium,143,30,26,Day,-6,8,55
2086.35,Heavy,153,30,26,Day,-6,8,58
2086.35,Heavy,149,30,24,Day,3,6,59
2086.35,Medium,147,30,24,Day,3,6,59
2086.35,Medium,131,30,24,Day,3,6,61
2086.35,Medium,146,30,24,Day,3,6,61
2086.35,Medium,147,30,24,Day,3,6,60
2086.35,Light,104,30,28,Day,1,7,58
2086.35,Medium,135,30,28,Day,1,7,57
2086.35,Medium,148,30,28,Day,1,7,57
2086.35,Light,78,30,28,Day,1,7,56
2086.35,Medium,130,30,28,Day,1,7,58
2086.35,Heavy,142,30,32,Day,-7,6,58
2086.35,Medium,136,30,32,Day,-7,6,57
2086.35,Medium,132,30,32,Day,-7,6,57
2086.35,Medium,139,30,32,Day,-7,6,56
2086.35,Heavy,144,30,32,Day,-7,6,58
2086.35,Medium,148,30,24,Day,-9,6,58
2086.35,Medium,143,30,24,Day,-9,6,56
2086.35,Heavy,136,30,24,Day,-9,6,60
2086.35,Medium,130,30,24,Day,-9,6,59
2086.35,Heavy,157,30,24,Day,-9,6,56
2086.35,Medium,147,30,26,Day,-4,8,58
2086.35,Medium,136,30,26,Day,-4,8,57
2086.35,Medium,137,30,26,Day,-4,8,57
2086.35,Medium,130,30,26,Day,-4,8,57
2086.35,Light,77,30,26,Day,-4,8,56
2086.35,Heavy,158,30,27,Day,8,10,63
2086.35,Medium,137,30,27,Day,8,10,58
1750,Medium,144,30,27,Day,8,10,57
2086.35,Light,77,30,27,Day,8,10,58
2086.35,Medium,148,30,27,Day,8,10,60
2086.35,Medium,130,30,24,Day,0,6,60
2086.35,Light,102,30,24,Day,0,6,57
2086.35,Medium,144,30,24,Day,0,6,58
2086.35,Medium,137,30,24,Day,0,6,60
2086.35,Medium,131,30,24,Day,0,6,58
2086.35,Medium,132,30,24,Day,-5,7,55
1750,Medium,143,30,24,Day,-5,7,54
1750,Medium,143,30,24,Day,-5,7,54
2086.35,Heavy,145,30,24,Day,-5,7,60
2086.35,Medium,145,30,24,Day,-5,7,57
2086.35,Medium,133,30,31,Day,0,9,59
2086.35,Medium,149,30,31,Day,0,9,57
2086.35,Heavy,139,30,31,Day,0,9,58
2086.35,Heavy,156,30,31,Day,0,9,57
2086.35,Medium,150,30,31,Day,0,9,57
2086.35,Medium,143,30,25,Day,2,6,58
2086.35,Heavy,157,30,25,Day,2,6,62
2086.35,Medium,145,30,25,Day,2,6,61
2086.35,Medium,147,30,25,Day,2,6,59
2086.35,Medium,136,30,25,Day,2,6,62
2086.35,Light,84,30,31,Day,-8,6,58
2086.35,Heavy,141,30,31,Day,-8,6,59
2086.35,Heavy,135,30,31,Day,-8,6,57
2086.35,Medium,150,30,31,Day,-8,6,57
1750,Medium,148,30,31,Day,-8,6,55
2086.35,Medium,145,30,30,Day,3,8,57
2086.35,Heavy,153,30,30,Day,3,8,57
2086.35,Heavy,138,30,30,Day,3,8,60
2086.35,Heavy,152,30,30,Day,3,8,58
2086.35,Heavy,136,30,30,Day,3,8,60
1750,Medium,130,30,33,Day,-2,10,56
1750,Light,79,30,33,Day,-2,10,55
2086.35,Medium,149,30,33,Day,-2,10,55
2086.35,Heavy,145,30,33,Day,-2,10,58
1750,Medium,139,30,33,Day,-2,10,51
2086.35,Light,76,30,33,Day,-8,9,52
2086.35,Medium,132,30,33,Day,-8,9,56
1750,Medium,141,30,33,Day,-8,9,53
2086.35,Light,94,30,33,Day,-8,9,54
1750,Medium,134,30,33,Day,-8,9,54
1750,Medium,134,30,25,Day,-9,7,53
2086.35,Medium,135,30,25,Day,-9,7,55
2086.35,Medium,138,30,25,Day,-9,7,56
1750,Medium,131,30,25,Day,-9,7,56
2086.35,Heavy,155,30,25,Day,-9,7,58
2086.35,Medium,141,30,29,Day,-5,9,55
1750,Medium,132,30,29,Day,-5,9,54
2086.35,Heavy,154,30,29,Day,-5,9,56
1750,Medium,141,30,29,Day,-5,9,52
2086.35,Heavy,158,30,29,Day,-5,9,58
2086.35,Medium,146,30,29,Day,-1,7,57
2086.35,Medium,139,30,29,Day,-1,7,57
2086.35,Light,104,30,29,Day,-1,7,58
2086.35,Medium,143,30,29,Day,-1,7,58
2086.35,Medium,146,30,29,Day,-1,7,58
2086.35,Medium,147,30,26,Day,7,10,59
2086.35,Heavy,153,30,26,Day,7,10,62
2086.35,Medium,146,30,26,Day,7,10,59
2086.35,Heavy,148,30,26,Day,7,10,60
2086.35,Medium,138,30,26,Day,7,10,59
2086.35,Heavy,142,30,34,Day,-1,7,60
2086.35,Medium,131,30,34,Day,-1,7,59
2086.35,Medium,142,30,34,Day,-1,7,59
2086.35,Medium,136,30,34,Day,-1,7,58
2086.35,Medium,138,30,34,Day,-1,7,59
2086.35,Heavy,156,30,25,Day,1,8,58
2086.35,Medium,140,30,25,Day,1,8,58
2086.35,Light,78,30,25,Day,1,8,57
2086.35,Medium,142,30,25,Day,1,8,57
2086.35,Medium,131,30,25,Day,1,8,58
2086.35,Heavy,157,30,24,Day,5,8,64
2086.35,Heavy,139,30,24,Day,5,8,59
2086.35,Heavy,145,30,24,Day,5,8,58
2086.35,Medium,135,30,24,Day,5,8,59
2086.35,Light,92,30,24,Day,5,8,59
2086.35,Heavy,155,30,29,Day,-4,8,58
2086.35,Medium,139,30,29,Day,-4,8,57
2086.35,Heavy,138,30,29,Day,-4,8,57
2086.35,Heavy,143,30,29,Day,-4,8,58
2086.35,Heavy,140,30,29,Day,-4,8,57
2086.35,Medium,131,30,28,Day,-7,8,58
2086.35,Medium,146,30,28,Day,-7,8,56
2086.35,Heavy,139,30,28,Day,-7,8,56
2086.35,Medium,135,30,28,Day,-7,8,54
2086.35,Medium,141,30,28,Day,-7,8,54
2086.35,Medium,150,30,34,Day,7,9,60
2086.35,Heavy,144,30,34,Day,7,9,59
2086.35,Medium,150,30,34,Day,7,9,61
2086.35,Medium,135,30,34,Day,7,9,59
2086.35,Light,101,30,34,Day,7,9,57
2086.35,Medium,137,30,32,Day,-5,10,54
2086.35,Heavy,136,30,32,Day,-5,10,55
2086.35,Medium,141,30,32,Day,-5,10,57
